REGON;RSPO;Nazwa placówki;Rodzaj placówki;Dzielnica;Adres placówki;Kod pocztowy;Telefony;E-mail;Dyrektor;Organ prowadzący;
36266099000000;129552;Gimnazjum TEB Edukacja;niepubliczna z upr.publ.;Wrzeszcz Górny;Romana Dmowskiego 16 A;80-264;58 765 96 90;"gdansk@teb-edukacja.pl;";Patrycja Mlejek-Gałęza;TEB Edukacja Sp. z o.o. ;
22178086300000;86149;I Społeczne Gimnazjum Społecznego Towarzystwa Oświatowego;niepubliczna z upr.publ.;Oliwa;Polanki 11 ;80-308;58 552 43 61;"polanki.sto@gmail.com;";Hanna Sempka;Społeczne Towarzystwo Oświatowe Samodzielne Koło Terenowe Nr 9 ;
22178293900000;86128;II Społeczne Gimnazjum Społecznego Towarzystwa Oświatowego;niepubliczna z upr.publ.;Siedlce;Kartuska 245 ;80-125;58 302 68 74;"2ssp@sto2.com.pl;";Marek Grąziewicz;Samodzielne Koło Terenowe Nr 200 Społecznego Towarzystwa Oświatowego ;
22178153200000;86460;III Społeczne Gimnazjum Społecznego Towarzystwa Oświatowego;niepubliczna z upr.publ.;Wrzeszcz Dolny;Ludwika Waryńskiego 36 ;80-433;58 341 70 25;"sto3gdansk@sto3.gda.pl;";Jolanta Zabrocka;Samodzielne Koło Terenowe Nr 191 Społecznego Towarzystwa Oświatowego ;
22178268400000;86064;Middle International School of Gdansk/Międzynarodowe Gimnazjum w Gdańsku;niepubliczna z upr.publ.;Letnica;Sucha 29;80-531;58 342 40 55;"isg@gfo.pl;";Agata Kożuszek;Gdańska Fundacja Oświatowa ;
36523342500000;131547;Niepubliczne Sportowe Gimnazjum Olimpijczyk w Gdańsku;niepubliczne z upr.publ.;Ujeścisko-Łostowice;Porębskiego 4;80-180;535 405 805;"biuro@osowa.com.pl; info@olimpijczyk.gda.pl; dyrektor@olimpijczyk.gda.pl;";;Gdańska Sportowa Szkoła z Przedszkolem Sp. z o. o. ;
22178280400000;86273;Publiczne Katolickie Gimnazjum im. św. Kazimierza;publiczna;Zaspa Młyniec;Pilotów 1 ;80-460;58 556 93 35;"kaziuki@kaziuki.pl;";Krzysztof Mudlaff;Parafia Rzymsko-Katolicka pw. św. Kazimierza;
36356429900000;130165;Akademickie Liceum Ogólnokształcące Gdańskiej Szkoły Wyższej;niepubliczna z upr.publ.;Śródmieście;Biskupia 24 B;80-875;"58 305 08 89
58 305 99 71";"biuro@alo.gsw.gda.pl;";Łukasz Lewandowski;Gdańska Szkoła Wyższa;
22214853500000;124334;Alfa Edukacja Liceum Ogólnokształcące dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Górny;"sekr. Wł. Pniewskiego 3a 
zajęcia: Burzyńskiego 10";80-840;739 060 005;"gdansk@alfaedukacja.pl;";Marcin Raszewski;Michał Grelus ;
22177706800000;71906;Atut Lider Kształcenia Liceum Ogólnokształcące dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Śródmieście;"Rajska 4 E/14 
Topolowa 7";"80-050 
80-255";"533 404 491
58 380 17 56";"gdansk@atutszkola.pl;";Elżbieta Sawicka;DRENIA GD Sp. z o.o.;
36534359100000;131746;Bałtyckie Liceum Ogólnokształcące dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Śródmieście;Rajska 6;80-850;603 875 533 dyr.;"lszczukowska@wp.pl;";Lucyna Szczukowska;Lucyna Szczukowska;
22215325200000;124648;BLUE Liceum Ogólnokształcące dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Siedlce;Kartuska 128;80-136;"58 380 08 20
730 054 800";"gdansk@blue.edu.pl;";Waldemar Żurawski;BLUE Education Sp. z o. o. ;
22178022500000;81757;Liceum Ogólnokształcące dla Dorosłych;niepubliczna z upr.publ.;Orunia-św. Wojciech-Lipce;Małomiejska 58 ;80-037;58 346 39 66;"glogda@wp.pl;";Magdalena Soliwoda;Stowarzyszenie Przyjaciół Gdańskiego Liceum Ogólnokształcącego ;
22177617500000;70640;Liceum Ogólnokształcące dla Dorosłych Alternatywa Centrum Nauki;niepubliczna z upr.publ.;Śródmieście;Wały Piastowskie 1/608;80-958;58 320 22 46;"sekretaeiat@alternatywa.szkola.pl;";Violetta Szywała;Dorota Utnik-Szczepankiewicz ;
22178208100000;86605;Liceum Ogólnokształcące dla Dorosłych im. prof. Ludwika Bandury;niepubliczna z upr.publ.;Piecki-Migowo;Piecewska 9 ;80-288;58 345 82 74;"sekretariat@kgoe.pl;";Grażyna Sidorowicz;Stowarzyszenie Rodzin Katolickich w Archidiecezji Gdańskiej ;
22177912700000;80826;Liceum Ogólnokształcące dla Dorosłych Omega;niepubliczna z upr.publ.;Zaspa Młyniec;Pilotów 7 ;80-460;58 340 80 20;"omegagda@wp.pl;";Ewelina Domagała;Stowarzyszenie Charytatywno-Oświatowe Omega ;
36241383600000;128790;Liceum Ogólnokształcące dla Dorosłych OMEGA w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Górny;Ks. Leona Miszewskiego 12/13;80-239;58 351 32 09;"gdansk@szkolyomega.pl;";Lucyna Jakóbczyk;Maria Gołęczyk;
22177808500000;71565;Liceum Ogólnokształcące dla Dorosłych ŻAK w Gdańsku;niepubliczna z upr.publ.;Śródmieście;Targ Drzewny 3/7;80-886;58 308 42 06;"gdansk@zak.edu.pl; centrala@zak.edu.pl;";Beata Podczaska;Centrum Nauki i Biznesu Żak Sp. z o. o. ;
22177685000000;70648;Liceum Ogólnokształcące TEB Edukacja dla Dorosłych w Gdańsku ;niepubliczna z upr.publ.;Wrzeszcz Górny;Romana Dmowskiego 16 A;80-264;58 321 71 21;"gdansk@teb.pl; gdansk@teb-edukacja.pl;";Patrycja Mlejnek-Gałęza;TEB Edukacja Sp. z o.o. ;
36244057200000;128979;Niepubliczne Liceum Ogólnokształcące Plejada w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Dolny;Aleja Legionów 7;80-441;58 341 02 82;"studium.novum@wp.pl;";Anna Pfliger;Bożena Sugalska ;
22177691000000;68564;Nova Liceum Ogólnokształcące dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Siedlce;Kartuska 128;80-136;"58 320 56 66
793 399 855";"gdansk@nova.edu.pl;";Ilona Jankowska;Nova Centrum Edukacyjne Sp. z o. o. ;
22176417200000;35053;Oliwskie Liceum Ogólnokształcące;niepubliczna z upr.publ.;Przymorze Wielkie;Kołobrzeska 75;80-396;58 552 50 00;"gce@gce.edu.pl; przymorze@gce.edu.pl;";Grzegorz Szymczewski;Grzegorz Szymczewski i Katarzyna Bojko-Szymczewska ;
38142202000000;269266;PROFESJA Liceum Ogólnokształcące dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Nowy Port;"Heweliusza 11 (sekretariat)
Wyzwolenia 8 (zajęcia)";80-537;724-466-305;"sp.vertica@gmail.com;";Aleksandra Porożyńska;Vertiica Sp. z.o.o.;
22176415000000;30719;Prywatne Liceum Ogólnokształcące dla Dorosłych;niepubliczna z upr.publ.;Siedlce ;Skarpowa 3 ;80-145;58 302 01 81;"liceum.skarpowa3@wp.pl; gdansk@twoja-szkola.pl;";Beata Wilczek;Tomasz Kubala ;
36356412900000;130162;Prywatne Liceum Ogólnokształcące Omnibus w Gdansku;niepubliczna z upr.publ.;Zaspa Rozstaje ;Zbigniewa Burzyńskiego 10;80-462;500 375 427;"biuro@szkolyomnibus.pl;";Alina Łucko;Krzysztof Wojciechowski, Dorota Wasiłek - Wojciechowska;
22177856000000;72039;Szkoły Prusa Liceum Ogólnokształacące dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Górny;"Jana Sobieskiego 90
Wały Jagiellońskie 2/4 lok 1";"80-216
80-887";"600 373 011
510 724 422";"dyrektor@szkolyprusa.edu.pl; sekretariat@szkolyprusa.edu.pl;";Krystyna Barbara Kuliś;Katarzyna Lachman;
36098474700000;126959;Zaoczne Liceum Ogólnokształcące dla Dorosłych Cosinus Plus w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Górny;Aleja Grunwaldzka 102 ;80-244;58 301 01 99;"gdansk@cosinus.pl;";Barbara Młynek;Funfacja MENSAM;
22177718600000;70619;Zaoczne Liceum Ogólnokształcące w Gdańsku;niepubliczna z upr.publ.;Żabianka-Wejhera-Jelitkowo-Tysiąclecia;Chłopska 64;80-350;58 558 25 12;"poczta@liceumzaoczne.pl;";Katarzyna Lisowska;Inicjatywa Edukacyjna Sp. z o.o., Sp. k. ;
36322910600000;129984;Liceum Ogólnokształcące dla dorosłych;publiczna;Wrzeszcz Górny;Jana Sobieskiego 90;80-216;58 344 00 90;"psr@psr.gda.pl; beata.wierzba@psr.gda.pl;";Beata Wierzba;Pomorska Izba Rzemieślnicza Małych i Średnich Przedsiębiorstw ;
22177106000000;57154;Akademickie Liceum Ogólnokształcące dla Młodzieży w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Dolny;"Aleja Legionów 13A
biuro: B.Chrobrego 36 A/13";"80-444
80-423";691 058 490;"magellanum@magellanum.edu.pl; sekretariat@magellanum.edu.pl;";Katarzyna Turowska-Zakrzewicz;Magellanum Sp. z o.o.;
22176065900000;43407;Akademickie Liceum Ogólnokształcące Lingwista;niepubliczna z upr.publ.;Śródmieście;Gdyńskich Kosynierów 11;80-866;506 073 498;"info@oswiatalingwista.eu;";Anna Pancer;Oświata Lingwista Nadbałtyckie Centrum Edukacji Sp. z o. o. ;
36098399500000;126958;Ateneum-Liceum Akademickie;niepubliczna z upr.publ.;Śródmieście;3 Maja 25 A;80-802;58 722 08 80;"rektor@ateneum.edu.pl; liceum@ateneum.edu.pl;";Bartosz Wiśniewski;Ateneum Szkoła Wyższa w Gdańsku;
22178023100000;81755;Gdańskie Liceum Ogólnokształcące ;niepubliczna z upr.publ.;Orunia-św. Wojciech-Lipce;Małomiejska 58;80-037;58 346 39 66;"glogda@wp.pl;";Magdalena Soliwoda;Stowarzyszenie Przyjaciół Gdańskiego Liceum Ogólnokształcącego ;
22178301100000;86002;Gdańskie Szkoły Autonomiczne Gdańskie Liceum Autonomiczne;niepubliczna z upr.publ.;Śródmieście;Osiek 11/12;80-842;58 301 49 51;"gla@gfo.pl;";Monika Biblis ;Gdańska Fundacja Oświatowa ;
22178279600000;86065;High International School of Gdansk/Międzynarodowe Liceum Ogólnokształcące w Gdańsku;niepubliczna z upr.publ.;Letnica;Sucha 29;80-531;58 342 40 55;"isg@gfo.pl;";Agata Kożuszek;Gdańska Fundacja Oświatowa ;
22178210600000;86604;I Gdańskie Liceum Katolickie im. św. Wojciecha;niepubliczna z upr.publ.;Piecki-Migowo;Piecewska 9 ;80-288;58 347 96 71;"sekretariat@szkolywojciecha.pl;";Grażyna Sidorowicz;Stowarzyszenie Rodzin Katolickich w Archidiecezji Gdańskiej ;
36456751000000;130828;I Liceum Ogólnokształcące CN-B w Gdańsku;niepubliczna z upr.publ.;Śródmieście;Biskupia 24 B;80-875;"609 296 429 wicedyr.
514 110 654 sekr.";"k.wojda@cnb-feniks.edu.pl; a.petrykowski@cnb-feniks.edu.pl; j.chrobot@cnb-feniks.edu.pl;";Jarosław Chrobot;Katarzyna Wojda i Jarosław Chrobot;
22204444500000;122271;Liceum Akademii Dobrej Edukacji im. Macieja Płażyńskiego;niepubliczna z upr.publ.;Żabianka-Wejhera-Jelitkowo-Tysiąclecia;Chłopska 64;80-350;609 916 501;"ade.gdansk@dobraedukacja.edu.pl;";Katarzyna Hall;Stowarzyszenie Dobra Edukacja ;
22176454500000;43409;Liceum Ogólnokształcące Collegium Gedanense;niepubliczna z upr.publ.;Żabianka-Wejhera-Jelitkowo-Tysiąclecia;Sztormowa 9 ;80-335;58 559 00 66;"lo@cg.gda.pl;";Grzegorz Nocoń;Grzegorz Nocoń ;
22216897000000;125432;Liceum Ogólnokształcące Mundurowe Spartakus;niepubliczna z upr.publ.;Oliwa;Józefa Czyżewskiego 30A;80-336;"793 572 707
58 305 34 99";"fundacja@bursztynowym.pl;";Tadeusz Sokołowski;Fundacja Brsztynowym Szlakiem ;
36806776600000;262908;Liceum Ogólnokształcące TE Vizja z Oddziałami Dwujęzycznymi  ;niepubliczna z upr.publ.;Piecki-Migowo;Piekarnicza 16 B;80-126;609 399 009;"gdansk@tevizja.pl;";Izabela Kowalewska;Towarzystwo Edukacyjne Vizja Sp. z o. o. ;
22191335300000;115485;Liceum Ogólnokształcące TEB Edukacja;niepubliczna z upr.publ.;Wrzeszcz Górny;Romana Dmowskiego 16 A;80-264;58 321 71 21;"gdansk@teb-edukacja.pl;";Magdalena Chmurzyńska;TEB Edukacja Sp. z o.o. ;
36913128800000;265997;Niepubliczne Liceum Ogólnokształcące Thinking Zone w Gdańsku;niepubliczna z upr.publ.;Oliwa;ul. Grunwaldzka 472 b;80-309;509 342 346;"joanna.roszkowska@thinkingzone.pl;";Joanna Roszkowska;Fundacja Thinking Zone;
22178563600000;81759;Ogólnokształcące Liceum Programów Indywidualnych;niepubliczna z upr.publ.;Oliwa;Polanki 124 ;80-308;58 552 41 88;"liceum@olpi.gda.pl;";Piotr Bogdanowicz; OLPI Sp. z o.o.;
22176418900000;31240;Niepubliczne Liceum Ogólnoksztalcące Szkoła Mistrzostwa Sportowego Związku Piłki Ręcznej;niepubliczna z upr.publ.;Przymorze Wielkie;Kołobrzeska 77;80-396;"58 557 21 31
58 557 29 62";"kolobrzeska77@poczta.onet.pl;";Krystyna Turnowiecka;Związek Piłki Ręcznej w Polsce ;
36679579200000;133201;Szkoła Mistrzostwa Sportowego Liceum Ogólnokształcące Marcina Gortata w Gdańsku;niepubliczna z upr.publ.;Zaspa Rozstaje;Janusza Meissnera 9;80-462;883 261 313;"sekretariatgdansk@szkolagortata.pl; adrian.lis@szkolagortata.pl;";Adrian Lis;MG 13 Sp. z o.o.;
22177876000000;73807;Gdańska Poradnia Psychologiczno-Pedagogiczna Lingwista;niepubliczna bez upr.publ.;Śródmieście;Św. Barbary 1;80-753;58 303 30 33;"poradnia@oswiatalingwista.eu; info@oswiatalingwista.eu; ";Agnieszka Drzewicka;Oświata Lingwista Nadbałtyckie Centrum Edukacji Sp. z o. o. ;
22177556600000;70631;Instytut Wspomagania Rozwoju Dziecka Niepubliczna Poradnia Psychologiczno-Pedagogiczna;niepubliczna bez upr.publ.;Siedlce;Jacka Malczewskiego 139;80-114;58 341 44 41;"poradnia@iwrd.pl;";Anna Lubomirska;Fundacja-Instytut Wspomagania Rozwoju Dziecka ;
22176450000000;43408;Niepubliczna Poradnia Psychologiczno-Pedagogiczna CG;niepubliczna bez upr.publ.;Żabianka-Wejhera-Jelitkowo-Tysiąclecia;Sztormowa 9 ;80-335;58 559 00 66;"lo@cg.gda.pl; nai@wp.pl;";Ewa Łuszczyńska;Nocoń Grzegorz;
36266093100000;129548;Niepubliczna Poradnia Psychologiczno-Pedagogiczna Didisi;niepubliczna bez upr.publ.;Osowa;Wacława Balcerskiego 18 C;80-299;501 718 450;"tomatis.gdansk@gmail.com;";Ewa Czeszejko-Sochacka;Ewa Czeszejko-Sochacka ;
36268441700000;129609;Niepubliczna Poradnia Psychologiczno-Pedagogiczna Małe Lwy;niepubliczna bez upr.publ.;Zaspa Rozstaje ;Janusza Meissnera 13;80-462;505 050 850;"przedszkole@male-lwy.pl;";Agnieszka Wiśniewska;Agnieszka Wiśniewska i Hanna Semkło ;
22175007500000;20810;Niepubliczna Poradnia Psychologiczno-Pedagogiczna Oditis;niepubliczna bez upr.publ.;Ujeścisko-Łostowice / Piecki-Migowo;Jeleniogórska 18/1 Piekarnicza 16 B;80-180 80-126;795 596 629;"poradnia@oditis.pl; ewa-romanik@wp.pl;";Ewa Romanik;Ewa Romanik ;
36833783000000;264418;Niepubliczna Poradnia Psychologiczno-Pedagogiczna Wyspa;niepubliczna bez upr.publ.;Siedlce;Kartuska 214;80-122;58 736 54 00        601 330 664;"wyspa@olicon.com.pl;";Martyna Konkel;Olicon Sp. z o.o.;
22177166300000;69392;Niepubliczna Poradnia Wspomagania Rozwoju Po Drodze;niepubliczna bez upr.publ.;Przymorze;Jagielońska 11;80-371;517 494 714;"npwwr@psouu.gda.pl;";Magdalena Kowalska;Polskie Stowarzyszenie na Rzecz Osób z  Niepełnosprawnością Intelektualną KOŁO w Gdańsku ;
22177202000000;68871;Polskie Towarzystwo Dysleksji Poradnia Diagnostyczno-Terapeutyczna;niepubliczna bez upr.publ.;Wrzeszcz Górny;Legionów 11;80-441;58 341 06 97;"ptd.poradnia@gmail.com;";Marta Badowska;Polskie Towarzytstwo Dysleksji;
22191449900000;115539;Poradnia Psychologiczno-Pedagogiczna Instytut Dobrej Edukacji;niepubliczna bez upr.publ.;Żabianka-Wejhera-Jelitkowo-Tysiąclecia;Chłopska 64 /23;80-350;609 916 501;"poradnia@dobraedukacja.edu.pl;";"wice d. Katarzyna Kichler
dyr.Katarzyna Hall";"Stowarzyszenie ""Dobra Edukacja""";
22177567800000;69785;Poradnia Psychologiczno-Pedagogiczna Osiek;niepubliczna bez upr.publ.;Śródmieście;Osiek 11/12;80-842;58 306 77 20;"poradnia@gfo.pl;";Ewa Czech;Gdańska Fundacja Oświatowa;
36264944400000;129517;Poradnia Psychologiczno-Pedagogiczna Pegaz;niepubliczna bez upr.publ.;Siedlce;Powstańców Warszawskich 71;80-159;"533 287 007
602 704 202 dyr.";"zarzad@pegaz.la; kmadej@pegaz.la;";Marta Umińska;Pegaz.la Sp. z o.o.;
22177696200000;79036;Specjalistyczna Poradnia Psychologiczno-Pedagogiczna Tęcza;niepubliczna bez upr.publ.;Brzeźno;Konrada Korzeniowskiego 1;80-508;58 340 38 29;"poradnia-gda@o2.pl;";Bartosz Radtke;Stowarzyszenie Edukacji bez Granic im. Wiceadmirała Józefa Unruga;
22214857000000;124350;Alfa Edukacja Policealna Szkoła Doskonalenia Zawodowego w Gdańsku;niepubliczna bez upr.publ.;Zaspa Rozstaje / Wrzeszcz Górny;"zajęcia: Burzyńskiego 10
sekr. Świętojańska 68/69";"80-462
80-244";"58 308 94 95
731 731 755";"gdansk@alfaedukacja.pl;";Wincenty Kukliński;Michał Grelus ;
22214854100000;124335;Alfa Edukacja Policealna Szkoła Medyczna w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Górny  ;"zajęcia: Burzyńskiego 10
sekr. Świętojańska 68/69";80-246      80-840;58 308 94 95;"gdansk@alfaedukacja.pl;";Wincenty Kukliński;Michał Grelus ;
22214852900000;124337;Alfa Edukacja Policealna Szkoła Rozwoju Zawodowego w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Górny  ;Władysława Pniewskiego 3a;80-246;58 308 94 95;"gdansk@alfaedukacja.pl;";Wincenty Kukliński;Michał Grelus ;
22177858200000;71685;Atut Lider Kształcenia Policealna Szkoła Medyczna dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Śródmieście;"Rajska 4 E/14
Topolowa 7";"80-850
80-255";"533 404 491
58 380 17 56";"gdansk@atutszkola.pl;";Elżbieta Sawicka;DRENIA GD Sp. z o.o.;
22177847000000;71654;Atut Lider Kształcenia Policealna Szkoła Rozwoju Zawodowego w Gdańsku;niepubliczna bez upr.publ.;Śródmieście;"Rajska 4 E/14
Topolowa 7";"80-850
80-255";"533 404 491
58 380 17 56";"gdansk@atutszkola.pl;";Elżbieta Sawicka;DRENIA GD Sp. z o.o.;
22177840600000;71566;Atut Lider Kształcenia Policealna Szkoła Zawodowa w Gdańsku;niepubliczna z upr.publ.;Śródmieście;"Rajska 4 E/14
Topolowa 7";"80-850
80-255";"533 404 491
58 380 17 56";"gdansk@atutszkola.pl;";Elżbieta Sawicka;DRENIA GD Sp. z o.o.;
22178016500000;81792;Awans Policealna Szkoła Zaoczna;niepubliczna z upr.publ.;Piecki-Migowo;Piecewska 9;80-288;58 348 91 95;"sekretariat@kgoe.pl;";Katarzyna Rynkiewicz-Chajewska;Stowarzyszenie Rodzin Katolickich w Archidiecezji Gdańskiej ;
36534772600000;131779;Bałtycka Szkoła Policealna w Gdańsku;niepubliczna z upr.publ.;Śródmieście;Rajska 6 ;80-850;603 875 533 dyr.;"lszczukowska@wp.pl; baltyckielog@wp.pl;";Jarosław Szczukowski;Lucyna Szczukowska;
22177366200000;73218;Bałtycki Instytut Psychologii Alternatywnej Placówka Oświatowa Studium Psychologii Alternatywnej;niepubliczna bez upr.publ.;Wrzeszcz Górny  ;Grzegorza Piramowicza 1/2;80-218;58 341 43 45;"jax22@tlen.pl;";Stanisław Jaks;Stanisław Jaks ;
22215327500000;124656;BLUE Policealna Szkoła Promocji Kadr w Gdańsku ;niepubliczna bez upr.publ.;Siedlce ;Kartuska 128;80-136;"58 380 08 20   
730 054 800";"gdansk@blue.edu.pl;";Waldemar Żurawski;BLUE Education Sp. z o. o. ;
22215329800000;124657;BLUE Policealna Szkoła Zawodowa dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Siedlce ;Kartuska 128;80-136;"58 380 08 20   
730 054 800";"gdansk@blue.edu.pl;";Waldemar Żurawski;BLUE Education Sp. z o. o. ;
22178013600000;81795;Centrum Kształcenia Plejada Szkoła Policealna NOVUM w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Dolny;Aleja Legionów 7;80-441;58 341 02 82;"studium.novum@wp.pl;";Anna Pfliger;Bożena Sugalska ;
22179423300000;43410;Centrum Kształcenia Policealnego Technik;niepubliczna z upr.publ.;Brzeźno;Karola Chodkiewicza 13A;80-506;58 305 46 17;"biuro@technik.edu.pl;";Bogumiła Jakimiak ;Bogumiła Jakimiak ;
22176433800000;35048;Gdańska Szkoła Policealna;niepubliczna z upr.publ.;Przymorze Wielkie;Kołobrzeska 75;80-396;58 552 50 00;"gce@gce.edu.pl; przymorze@gce.edu.pl;";Grzegorz Szymczewski;Grzegorz Szymczewski i Katarzyna Bojko-Szymczewska ;
22177809100000;71327;Niepubliczna Policealna Szkoła Zawodowa Żak w Gdańsku;niepubliczna bez upr.publ.;"Śródmieście
/Piecki Migowo";"Targ Drzewny 3/7
ul. Dobrowolskiego 6";80-886;58 308 42 06;"gdansk@zak.edu.pl; centrala@zak.edu.pl;";Beata Podczaska;Centrum Nauki i Biznesu Żak Sp. z o. o. ;
36420584600000;130580;Niepubliczna Szkoła Policealna Metamorfoza ;niepubliczna bez upr.publ.;Zaspa Rozstaje;Meissnera 9;80-462;518 201 322;"sekretariat@metamorfoza.edu.pl;";Anna Jarkuszewicz;Marta Skonieczna;
38133085400000;269009;Niepubliczna Szkoła Policealna Niedaleko w Gdańsku;niepubliczna z upr.publ.;Orunia-św. Wojciech-Lipce;Smoleńska 5/7;80-058;600 082 723;"jola.grzesiuk@wp.pl;";Bardara Mizerska;Fundacja Niedaleko;
36534368000000;131752;Nova Policealna Szkoła Medyczna w Gdańsku;niepubliczna z upr.publ.;Siedlce;zajęcia: Kartuska 128 seretariat: Długa 70/71 ;80-136            80-381;790 400 499;"gdansk@nova.edu.pl;";Ilona Jankowska;NOVA Centrum Edukacyjne Sp. z o.o.;
22215330600000;124661;Nova Policealna Szkoła Promocji Kadr dla Dorosłych;niepubliczna bez upr.publ.;Siedlce/Śródmieście;"Kartuska 128
biuro: Długa 70/71";"80-136
80-831";"58 320 56 66
793 399 855";"gdansk@nova.edu.pl;";Ilona Jankowska;NOVA Centrum Edukacyjne Sp. z o. o.;
22177663700000;70642;Nova Policealna Szkoła Zawodowa dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Siedlce;Kartuska 128;80-136;"58 320 56 66
793 399 855";"bartosiak@nova.edu.pl; warszawa@nova.edu.pl;";Ilona Jankowska;Nova Centrum Edukacyjne Sp. z o. o. ;
22177611700000;69229;Policealna Szkoła Administracji Empiria;niepubliczna z upr.publ.;Oliwa;Czyżewskiego 30 a;80-336;"58 305 34 99
505 780 681";"sekretariat@empiria-gda.pl;";Alicja Boruc;Alicja Boruc;
22208704100000;123080;Policealna Szkoła BHP Alternatywa Centrum Nauki;niepubliczna z upr.publ.;Śródmieście;Wały Piastowskie 1/608;80-958;58 320 22 46;"alternatywa@centrumnauki.edu.pl;";Violetta Szywała;Dorota Utnik-Szczepankiewicz ;
22177695600000;71254;Policealna Szkoła Centrum Nauki i Biznesu ŻAK w Gdańsku;niepubliczna z upr.publ.;Śródmieście;Targ Drzewny 3/7;80-886;58 308 42 06;"gdansk@zak.edu.pl; centrala@zak.edu.pl;";Beata Podczaska;Centrum Nauki i Biznesu Żak Sp. z o. o. ;
22177926800000;79764;Policealna Szkoła Detektywów i Pracowników Ochrony Empiria;niepubliczna z upr.publ.;Oliwa;Czyżewskiego 30 a;80-336;"58 305 34 99
505 780 681";"sekretariat@empiria-gda.pl;";Alicja Boruc;Alicja Boruc;
36098518400000;126960;Policealna Szkoła dla Dorosłych Cosinus Plus w Gdańsku;niepubliczna z upr.publ.;"Wrzeszcz Górny/
Nowy Port/ Siedlce";"Al. Grunwaldzka 102 (sekr.)
ul. Na Zaspę 31A
ul. Kartuska 32/34";80-244;58 301 01 99;"gdansk@cosinus.pl;";Barbara Młynek;Fundacja MENSAM;
22177837500000;71317;Policealna Szkoła Informatyki Żak;niepubliczna z upr.publ.;Śródmieście;Targ Drzewny 3/7;80-886;58 308 42 06;"gdansk@zak.edu.pl; centrala@zak.edu.pl;";Beata Podczaska;Centrum Nauki i Biznesu Żak Sp. z o. o. ;
22177690400000;71232;Policealna Szkoła Kosmetyczna Żak;niepubliczna z upr.publ.;Śródmieście;Targ Drzewny 3/7;80-886;58 308 42 06;"gdansk@zak.edu.pl; centrala@zak.edu.pl;";Beata Podczaska;Centrum Nauki i Biznesu Żak Sp. z o. o. ;
36244743300000;129003;Policealna Szkoła Medyczna Żak w Gdańsku;niepubliczna z upr.publ.;Śródmieście / Piecki-Migowo;"sekr. Targ Drzewny 3/7 
zaj. A. Dobrowolskiego 6";80-886         80-287;58 308 42 06          ;"gdansk@zak.edu.pl; centrala@zak.edu.pl;";Beata Podczaska;Centrum Nauki i Biznesu Żak Sp. z o. o. ;
36244737300000;129000;Policealna Szkoła Opieki Medycznej Żak w Gdańsku ;niepubliczna z upr.publ.;Śródmieście / Piecki-Migowo;"sekr. Targ Drzewny 3/7 
zaj. A. Dobrowolskiego 7";80-886         80-287;58 308 42 06          ;"gdansk@zak.edu.pl; centrala@zak.edu.pl;";Beata Podczaska;Centrum Nauki i Biznesu Żak Sp. z o. o. ;
22177569000000;69786;Policealna Szkoła TEB Edukacja w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Górny;Romana Dmowskiego 16A;80-264;;"gdansk@teb.pl; gdansk@teb-edukacja.pl;";Elżbieta Ziółkowska;TEB Edukacja Sp. z o.o. ;
22177338900000;68262;Policealna Szkoła Zawodowa TUR;niepubliczna z upr.publ.;Zaspa Rozstaje / Śródmieście;Janusza Meissnera 9,        Wały Pisatowskie 1;80-462       80-958;"518 201 322
58 346 62 18";"sekretariat@metamorfoza.edu.pl;";Anna Jarkuszewicz;Marta Skonieczna;
36263864700000;129514;Policealne Szkoły Spartakus;niepubliczna z upr.publ.;Oliwa;Józefa Czyżewskiego 30a;80-336;58 305 34 99;"fundacja@bursztynowym.pl;";Małgorzata Waguca-Jączek;Fundacja Bursztynowym Szlakiem;
38142211900000;269268;PROFESJA Policealna Szkoła Zawodowa dla Dorosłych w Gdańsku;niepubliczna z upr.publ.;Nowy Port;"Heweliusza 11 (sekretariat)
Wyzwolenia 8 (zajęcia)";80-537;724-466-305;"sp.vertica@gmail.com;";Aleksandra Porożyńska;Vertiica Sp. z.o.o.;
